# vs_cfr 2960003-dirty seed=1 samples=128 throttle_ms=500 shim=/home/jdh8/.dotnet/dotnet /home/jdh8/src/hearts-engine/tournament/CfrShim/bin/Release/net10.0/CfrShim.dll
pair,seating,direction,deal_seed,cfr_seats,north,east,south,west,shooter,shooter_side,mc_attempts,mc_passes,passes_nesw,plays_by_trick,cfr_payoff
612,1,left,4368209563586961973,NS,4,4,0,18,,,0,0,TCJCKC/ACADAH/TDKSAS/QDTHJH,W2CNQDEKCSAC/S4SW3SN6SE9S/EJSSADWKSN7S/W5SNTSE2SSQC/NKDE6DS9DW8D/NJDE2DS5DWTD/NQSE8HS7DWAS/W2HNTHE5HS7H/N3DETCS9HW4D/W5CNQHE4CS3C/W7CNKHE6CSAH/W8CNJHEJCS6H/E4HS3HW9CN8S,6.000000
613,0,right,15768924382910160456,EW,26,26,0,26,S,mc,0,1,AD8H9H/6C9CTC/2C4C5S/7C8CQS,E2CS7CWASN9C/N4SETSSJSW3S/SJCWQHNTCE4C/S8CWAHN6CE7H/SJHW5HNTDE6H/SKHW8HN5DE2H/SQDWADN7DE3D/W8DN6DE6SSKD/SQSW4DN9SE2S/SKSW4HN8SE7S/SQCW9DN5CE3H/SKCWJDN3CETH/SACW9HN2DE5S,-8.666667
613,1,right,15768924382910160456,NS,26,26,0,26,S,cfr,0,0,5C8H9H/6C9CTC/KDJH5S/AHQSAS,S2CW5CN9CEKD/N8SE7SSJSW3S/SQDWJDNTDE3D/SJCW8CN6CEJH/SKCW7CNTCETS/SQSW4DN4SE6S/S4CW9DN3CE5S/SACW8DN6DE2S/SQCWQHN5DETH/SASW9HN9SE7H/SKSW8HN2DE6H/SAHW5HN7DE3H/SKHW4HNADE2H,8.666667
614,0,across,8722895128523807327,EW,0,0,20,6,,,0,0,TCKCAC/5D2HJH/9CTDKS/7DJDAS,W2CN9CEQCSKC/S8CW7CN6CE4C/STCW5CNKSE3C/SACWJCNTHETS/S8SW7SN3SEAS/E9SSQSWADN2S/S5SWKDNTDE4S/SAHW7HN8HE7D/S6SW5DN9DE6D/S3HWKHN6HEJD/W2HN4HEQDS9H/S5HWQHN8DE3D/WJHN4DE2DSJS,4.666667
614,1,across,8722895128523807327,NS,0,4,1,21,,,0,0,TCKCAC/QCQDJH/8C9CTD/QHKHAS,W2CN8CE4CSKC/SACWQCN9CE3C/STCW7CN6CEAS/SKSW7SN3SETS/SJSW7DN2SE9S/S6SWJDNTHE4S/S9HW7HN8HEQH/E5DSQSWQDNTD/WJHN6HE2HS5H/W5CN4HEKHSAH/WJCN8DE6DS8S/WKDN9DE3DS3H/WADN4DE2DS5S,8.000000
615,0,hold,1676865874137454194,EW,11,14,0,1,,,0,0,///,N2CE6CS9CW5C/S4SW5SN3SEKS/EKDS7DWADNQD/W2DN3DEJDS4D/EACSQCW7CNKC/E7SS6SWTSN8H/W8CN3CETDSAS/W4CNTCEAHSTH/N5DE8DS9HWQS/E2HSJSW3HN6H/NJCE7HS9SWQH/N6DEKHS8SWJH/N9DE5HS2SW4H,-1.333333
615,1,hold,1676865874137454194,NS,0,1,11,14,,,0,0,///,N2CEACS9CW8C/E6CSQCW7CNTC/S9SWTSN3SEKS/E7SS6SW5SN8H/E5HSTHW4HN6H/S8SWQSNKCEAH/WADN5DEKDS7D/W2DN6DE8DS4D/E7HS9HW3HNJC/S4SWQHNQDEKH/S2SWJHN9DE2H/SASW5CN3DEJD/SJSW4CN3CETD,1.333333
616,0,left,13077580693460652681,EW,0,24,2,0,,,0,0,KCAC9H/5C8CQC/QDJHKH/9C2D7D,N2CEACSQCW7C/EKCSJCWTSNTC/EJDS9DWQDNKD/N7SEASS6SW3S/E4SS8SW2SN9C/S8DWAHN7DE4D/S9SWTHN6CE5S/SJSWJHN5HEKS/E3DS7HWQHN2D/E3HS8CW2HNAD/E9HS5CW8HNTD/E6HS4CW4HN6D/EQSS3CWKHN5D,-7.333333
616,1,left,13077580693460652681,NS,0,26,26,26,N,cfr,0,0,5H9H7S/QSKSAS/QDJHKH/7C9CAH,N2CEQCSJCWQD/E4SSASWTSN6D/S6SW3SN5DE7S/E5SS8SW2SN6C/S9DW7DNADEJD/NKCE8CS4CWKH/NAHE9HS7HWQH/NACE5CS3CW2D/N9CE3DSQSWJH/NTCE4DSKSW4H/N7CE6HS9SWTH/NTDE5HS8DW2H/NKDE3HSJSW8H,8.666667
617,0,right,6031551439074299548,EW,2,3,17,4,,,0,0,ACQSKS/7DTDQD/TCKCAD/8CJCQC,N2CEKCSQCWAC/WASN6CE8SSJS/WJDNTDEADS5D/E4SS6SWKSN7C/W9SN6HE5SS7S/W8DN7DETHSAH/WTSN2DE3SSQH/W3DN4DE8HS9H/N3HE2HS5HW4H/S4CW7HNKDE9C/E3CS5CWQSNQD/S8CW2SN9DETC/EKHSJCWJHN6D,4.000000
617,1,right,6031551439074299548,NS,18,4,4,0,,,0,0,7CACQS/TDQDKH/5DAD6S/QCJHAS,N2CE9CS5CWJC/W3DNKDEADS7S/E3CSQCWACN6C/W8DNQDE7DSAS/N4DE5DSJSWJD/W2SNKSE8SSKC/N9DETHSAHWQS/N2DE6SS9HWTS/NTDE5SSTCW9S/N6DE4SS4CW8C/N6HE8HS5HW7H/E2HSQHW4HN3H/SJHW7CNKHE3S,-6.000000
618,0,across,17432266258397498035,EW,0,1,8,17,,,0,0,TCKCKD/6C8CJC/ADAHKS/2CQCQD,E2CSKCWJCNKS/STSW8SN9SEAS/EQCSTCW7CNAD/EQDSJDWKHN6D/E2HSTHW8HN9H/S5HW6HN4HEQS/W4SN5SE6SSKD/E4DS5DWQHN3D/S3CW4CNJSETD/W6CNAHE7DS5C/W8CNJHE9DSAC/S8DW7SN7HE2D/S9CW3SN3HE2S,-3.333333
618,1,across,17432266258397498035,NS,3,6,13,4,,,0,0,TCKCKD/JCQSAS/JDADKS/QDQHKH,W2CNKSE6CSKC/STSW8SN9SE6S/S5DWQSN3DE2D/S8DWASNJDEQD/E8CS5CW4CN7H/E2SSAHW3SNJS/N5SEKHSTHW4S/N3HE2HS5HW8H/W6HN4HEQHSKD/E4DSACWQCNAD/N6DE7DS9CWJC/E9DSTCW7SN9H/ETDS3CW7CNJH,-2.000000
619,0,hold,10386237004011144902,EW,20,6,0,0,,,1,0,///,E2CS7CWKCN5C/W7DNADETDSQD/NKSETSS9SWTC/NKDE9DS4DW5D/NQSE4SS8SW8C/NJSEASS3SWJH/E9HS6HW4HN7H/E3DSKHW2DNJD/N5SE7SS5HWQC/E2SS3HW6CN6S/NTHE8HSJCW2H/NQHEACS9CW6D/NAHE3CS4CW8D,4.666667
619,1,hold,10386237004011144902,NS,22,2,2,0,,,0,0,///,E2CSJCWTCN5C/S9SWJHNKSEAS/E4SS8SWQCN5S/S3SW4HN6SE7S/E2SSQDW2HNJS/NADE3DS4DW8D/NKDETDS7CW7D/NJDE9DS9CW6D/NQHE9HS6HWKC/NTHE8HS5HW8C/N7HEACSKHW6C/S3HW5DNAHETS/NQSE3CS4CW2D,-7.333333
620,0,left,3340207749624791773,EW,14,5,0,7,,,0,0,ACKHAH/5H9HKS/JCTDQS/7DJDKD,S2CWJCNTCEAC/E8SS6SWJSN7S/WTDN9DE6DSQD/S9CWQCN7CE8C/W9SN4SE3SSKS/S2SWASNQHEAH/W6CN6HE5CSTS/W8HNADEKHSJH/E2DSTHWQSNKD/N3DE8DS9HW7H/E3CS5HW4CNJD/W3HN7DEKCS2H/W5SN4DE5DS4H,0.666667
620,1,left,3340207749624791773,NS,0,26,26,26,N,cfr,0,0,TC3D9D/KC9HKS/2C9CJC/QCKDAS,W2CN7CE5CSKC/STDW7DN4DE9D/SQDWJDNKDE8D/NQCETCSQSWJC/N4SE8SS6SW9S/W5SN7SE3SSTS/S2SWJSNASE8C/NACE3CS9HW9C/NADE6DSTHW6C/NAHE5HS2HW8H/NKHE5DS4HW7H/NQHE3DSJHW3H/N6HE2DSKSW4C,8.666667
621,0,right,14740922568947990256,EW,0,2,24,0,,,1,0,QCKCJH/TCACJD/2C8C9C/4C7C9H,E2CS4CWKCNAC/N2SE7SS6SWJS/WQCNJCE9CS7C/W6DN5DE2DS7D/S9DW4DN3DEQS/SASW7HNTSE4S/SAHWJHN4HE3H/SKHW5HN2HE6H/SQHWQDNJDE8S/STHWKDNTCE5C/S9SWTDN3SEKS/E8CS8HW8DN6C/E5SS9HWADN3C,7.333333
621,1,right,14740922568947990256,NS,0,2,17,7,,,0,0,QC3D5D/ACJDKS/2C7D9D/AD9HJS,E2CS8CW7CNJC/NJDE9DSADWKD/SASWQCNKSEQS/S9CW4CNKCETC/N3CE5CSJSW7H/E7DSKHW6DNAC/E3HS9HW5HN4H/S6SWQDN3SE7S/E2DSTHW3DNTS/W4DNJHE6HS9S/W5DN2SE8SSAH/W8DN6CE5SS8H/WTDN2HE4SSQH,-2.666667
622,0,across,7694893314561637127,EW,16,0,0,10,,,0,0,JCKDKS/TDADKH/KCTHAS/2CTCQD,E2CS7CWTDN3C/S4DW9DN7DEQD/E8SS6SWJSNAS/N5SE3SSKSW9S/S2SWTSNAHE4S/WJDN3DE7HS8D/WADN2HE4HS2D/W6DNKCEACS5D/W7SN8CE5CS9H/WKHNJHETCS8H/WQHNTHE4CSKD/W3HN5HEQCSJC/N6HE6CS9CWQS,2.000000
622,1,across,7694893314561637127,NS,13,0,0,13,,,0,0,7DKDKS/TDADKH/8H9HTH/2CQHQS,E2CSKCWTCNJC/S7CWKHN8CE6C/NAHEQHSASW3H/NTHE7HS9CWAD/N9HE4HS5DWQD/N2HEACSKSWJS/NJHEQCS6SWJD/N5HE8SSKDWTS/N8HE5CS2SWTD/N6HE4SS4DW9S/N3DE4CS7DW9D/W7SN5SE3SS8D/W6DN3CEQSS2D,-0.000000
623,0,hold,648864060175283994,EW,0,26,26,26,N,mc,0,0,///,N2CE7CSKCWAC/W6SN7SE2SS5S/N8CE6CSKSWQC/W4CN5CE7HSKH/N9CETDS8HW3C/NTCE4DS6HWQH/NAHE3HS5HW9H/NJCE7DSJSW9D/NKDE3DS5DWQD/NJDE8DS2DWJH/NADE6DSTSW4S/NTHE4HS9SWAS/NQSE2HS3SW8S,-8.666667
623,1,hold,648864060175283994,NS,0,26,26,26,N,cfr,0,0,///,N2CE6CSKCWQC/STSW8SN7SE2S/S5DWQDNJDETD/W9DNADE8DS2D/NKDE7DS8HWAS/NTHE7HS5HW9H/NJCE7CS6HW4C/NAHE4HSKHWQH/N5CE6DS9SWAC/W4SNQSE4DS5S/N9CE3DSKSW3C/N8CE3HSJSW6S/NTCE2HS3SWJH,8.666667
624,0,left,12049578879498482481,EW,2,19,5,0,,,0,0,QHKHQS/TCQCAC/JCAHKS/5D6DAD,N2CE9CSTCWJC/WTSN8SE9SS7S/W6SN4SEQSS5S/E5CS6CWKCN7C/W3SN2SEKDSQC/WJSNASEJDSAC/N4CE9DSJHW3C/N5DE4DS3DWAH/N2DEQHS7DW9H/S2HW3HNADETH/E5HS6HW4HNQD/S7HW8CN8DEKH/E8HSTDWKSN6D,-4.000000
624,1,left,12049578879498482481,NS,1,25,0,0,,,0,0,QDQHKH/JDKD8H/6CJCKS/8CKCAD,N2CE9CSJDWJC/W3CN8CE5CSJH/NADEQDSTDW6D/N8DE9DS7DW5D/E9SS5SW6SN4S/E5HS2HW4HNQS/E4DS3DW6CN2D/ETCSKDW9HN7C/ETHS7HW3HNAS/EQHS6HWKSNKC/EKHS8HWJSN8S/EQCS7SWTSN4C/EACSAHW3SN2S,8.000000
625,0,right,5003549625112129348,EW,0,3,17,6,,,0,0,QDKDKH/7DTDJD/ACADKS/JCQC9D,N2CEKCSQCW4C/EADS9DWQDNJD/E4DS6DWKDNTD/WTSN8SE9SS2S/W3SN7SEKSSJS/E3CS6CWQSN5C/S6SW4SN9CETH/S3HW5HN8DE2H/W6HN8CEQHS9H/E7HS4HWKHN7D/W8HN5DEJHSAH/S7CWASN3DEAC/ETCSJCW5SN2D,2.666667
625,1,right,5003549625112129348,NS,0,7,15,4,,,0,0,8C9CKH/3CTCKC/7CACAD/QC8HQS,N2CEACSQCWJC/E9SS6SW5SN8S/E7CS6CW8CNTC/N7SEQHSKSWAS/W3SNKCEJHSJS/S6DW9DN5DE7D/W4SN5CEADS2S/WTSNKDETHSQS/S3HW5HNQDE2H/W6HN3DE7HS4H/E4DS8HWKHN2D/ETDS9HW9CN8D/EJDSAHW4CN3C,-1.333333
626,0,across,16404264444435327835,EW,5,5,13,3,,,0,0,QDJHKH/9HAHQS/9DADAS/JDKDKS,E2CS8CWQCN7C/W3DN8DEJDSQD/S9SWTSN8SEKS/E7SSKHW2SN6S/E4CS9CW5CNAD/S7DWQSN4DE5D/S2HW3HN4HEKC/N9DE6DSQHWAH/N3SEKDSJHWJS/W6CN7HE3CSTH/WJCNASEACS8H/E2DS6HW9HN5S/ETDS5HWTCN4S,3.333333
626,1,across,16404264444435327835,NS,7,1,14,4,,,0,0,7C8DQD/9HAHQS/8C9CAS/JDKDKS,E2CS7CW6CN9C/N6SE7SS9SWTS/W3DN4DE2DSAD/S7DWQSN7HE6D/S8DWQCNJHETD/EKSSQDWJSN4S/E3CSTHWTCN8C/W2SN8SEACS9D/N4HEKCS2HWAH/W3HNKHEKDSQH/N5SEJDS8HW9H/NASE5DS5HWJC/N3SE4CS6HW5C,-5.333333
627,0,hold,9358235190048974702,EW,4,1,2,19,,,0,0,///,E2CS3CWTCNKC/N9SE8SSTSW6S/S5SWKSN7SEAS/EJSSKHWQSN3S/W2DNJCEADSKD/E8DS6DW9DN9C/WTHNJHE8HS5H/N8CEQCS6CW7C/E3HSQDWQHN7H/W3DNAHE7DS4D/E5DSTDW9HN6H/S4CW5CN4HE4S/WACN2HE2SSJD,-4.666667
627,1,hold,9358235190048974702,NS,1,0,1,24,,,0,0,///,E2CS6CWACNKC/W2DNJCEADSTD/E2SSTSW6SN9S/S5SWKSN7SEAS/E4SSKHWQSN3S/W9DN6HE8DS6D/W5CN9CEQCS4C/E3HS5HW9HN7H/W3DNJHE5DSKD/S3CW7CN8CE8H/N4HE7DSJDWQH/WTCNAHEJSSQD/WTHN2HE8SS4D,7.333333
628,0,left,2312205935662621573,EW,0,21,1,4,,,0,0,TCJCQC/7CACAH/JHKHAS/QDKDQH,W2CNADEJCSAC/S3SWTSN6SEKS/ETCS7CW9CNQH/ETHS9HW6HN8H/E7HS5HWJHN3H/WTDN9DE8DS4D/W6CNQDEQCS3C/E8CSAHW5CNKD/E5DS3DWKHN2D/EJDS4HWASN7D/EJSS8SW5SN9S/E2SS4SWKCN2H/S7SW4CN6DEQS,-8.000000
628,1,left,2312205935662621573,NS,0,21,5,0,,,1,0,TCJCQC/5D8DJD/3C3D4D/QDKDQH,W2CN9SE7CS8D/EACSKHWKCNQD/EAHS9HW6HN8H/EKSS7SWTSN6S/EQSS4SW5SN9D/EQCS8SW9CN7D/EJSSASW3DNQH/S4HWTDN3HETH/E2SS3SW6CN6D/S5DW4DN2DE7H/SJDW5CNADEJC/N2HETCS5HW4C/SJHW3CNKDE8C,5.333333
629,0,right,13712920754985820056,EW,13,7,2,4,,,0,0,7C9HKS/TCJCKD/ACQDAD/7HKHQS,E2CS6CW7CNTC/NJSE9SSTSWAS/W4DN6DEQDS3D/E5SS3SW8SN6S/W5CNJCE8CSQS/N2SEADS7SWKS/W3CNTDEQCSAH/E3HS2HW9HN6H/W4CNJDEACSKH/E8HS7HWKCN5H/ETHS4HW9DNKD/EJHSQHW5DN8D/S2DW4SN7DE9C,1.333333
629,1,right,13712920754985820056,NS,0,19,3,4,,,0,0,7CTDKS/KDTHJH/6CACQD/KHQSAS,E2CS3DW3CNJD/W4CN9HEACSQS/EQDSADWTDNKD/S4HW7HN5HE3H/W5CNTHE8CSQH/E5SSTSW8SN6S/S2HW9DN6HE8H/E9SSASWKSNJS/S3SW4SN2SEQC/W4DN7DEJCS2D/NJHETCSAHWKC/S7SW7CN6DE9C/SKHW5DN8DE6C,6.666667
630,0,across,6666891500599466927,EW,0,26,26,26,N,mc,1,1,4H2S3S/8CJC7D/QDADKH/2CTCKC,E2CS5CWJCNQC/NACETCS7CW8C/N9CEKCS3CW6C/E5DS8DW7DNQD/NADEJDS2DWTD/N5SE4SS3SW6S/WTSNKSE9SSJS/NQSE7SS8SWJH/NAHE7HSTHW3H/NKHE2HS6HWKD/NQHEASS5HW9D/N9HE4DS4HW6D/N8HE4CS2SW3D,-8.666667
630,1,across,6666891500599466927,NS,0,26,26,26,N,cfr,0,0,9CQCAC/8CJCAS/QDTHKH/KCKDJH,W2CN3SEKCSAC/SJSWTSNQSE9S/NQDEKDSADWTD/S8SWASN2SE7S/W6SNKSE4SS6H/NQHEJHS5HW3H/NTHE7HS7CWJC/NAHE2HS5CWTC/NKHEJDSQCW9D/N4HE7DS9CW8C/N9HE5DS3CW6D/N8HE4DS2DW6C/N5SE4CS8DW3D,8.666667
631,0,hold,18067606319922665410,EW,3,8,13,2,,,0,0,///,E2CSKCW9CNAC/N5CEQCS7CWJC/EJSSTSW4SN8S/E9SSASWKSNQS/S3CWTCN7SE8C/W6SN3SE2SS6C/W4CNJHEQDS6H/W3HN4HE2HSKD/N2DEJDS9DWKH/EQHS8DW7HNAD/E8HS7DW5HNTD/ETHS6DW9HN5D/E5SS3DWAHN4D,2.000000
631,1,hold,18067606319922665410,NS,2,13,11,0,,,0,0,///,E2CSKCWJCNAC/N5CE8CS6CW4C/E9SSTSW6SN3S/S3CW9CNQSEQC/EJDS9DWKSNTD/EQDS6DWTCNAD/N8SE5SSASW4S/S3DW9HN5DEQH/N4DETHS7DWAH/S6HW5HN4HE2H/S8DWKHN2DE8H/S7CW7HNJHEJS/SKDW3HN7SE2S,0.000000
632,0,left,11021577065536312281,EW,5,21,0,0,,,0,0,ADQHAS/5C7CJC/8DKDKS/QCACTH,N2CE5DSKCWTC/S4SW6SN8SE2S/NQDE7DSJHWTD/NTSE9SS5SWJS/W4HN7HE6HS5H/N2DEADS3HWJD/E9DS2HW4DN3D/E9HSJCWKDN8H/E7SS9CW3SNTH/EASS7CWQSNAC/EKHS6CW8DNQC/EQHS5CW6DN8C/EAHS3CWKSN4C,-5.333333
632,1,left,11021577065536312281,NS,19,5,0,2,,,0,0,2CQHAS/9HKHAH/8DKDKS/QCACQS,E2CS9CWTCNQC/NACEJCSKCWKS/NADE9DS9HWKD/N7HE6HS5HW4H/N8HEQHSJHWTH/E9SS5SW6SNTS/NQDE7DS6CWJD/N3DE5DSKHW4D/E2SS4SWJSN8S/W3SNQSE7SSAH/N2DEASS3HWTD/W6DN8CE7CS2H/W8DN4CE5CS3C,-4.000000
633,0,right,3975547811149959148,EW,2,14,9,1,,,0,0,8CTCAC/2CQDTH/9CKCKS/JC3D6D,N2CEQCSJCWTC/E8DS7DWQSN5D/E4SSTSW6SN8S/S2SW7SNTHEKS/EADSJDWASNKD/E6HS7HW2HN5H/S3DWAHN4DE2D/N3HE9SSJHW8H/S6DW9HNTDE5C/N4HEKCSQHWAC/S3SWJSNQDE6C/W8CN4CE7CSKH/W5SN3CE9CS9D,-1.333333
633,1,right,3975547811149959148,NS,1,4,21,0,,,0,0,5DTDKD/QDADTH/9C7D9D/JCAHQS,E2CSJCWKDNAC/N8SE4SSQSWJS/SKCWASNTCEQC/SJDWTDNADE9D/N4CE5CSTSW9H/E6CSQHW8HN3C/E9SS3SW7SNTH/E6HSJHW2HN5H/SKSW6SN8CE7D/S2SW5SNQDE8D/W3DN4DE2DSAH/N3HE9CS7HW6D/SKHW5DN4HE7C,-6.000000
634,0,across,15376262630473157635,EW,18,0,5,3,,,0,0,9CACKS/5DTDKH/JC8HQS/2CQC9D,E2CSACWKCNJC/S4SWJSN9SEAS/ETSS8SW7SN6S/E5SS2SW4CNQS/N6DE9DS7DWTD/W5DN8DE9HSJD/S4DW3DNQDETC/N4HE3HS6HW5H/S2DWTHNKDEQC/N8HE7CSKSW7H/NAHE8CS9CWKH/N2HE3SS6CWQH/WJHNADE3CS5C,6.666667
634,1,across,15376262630473157635,NS,4,0,0,22,,,0,0,9CACKS/TDKHAS/JC6H8H/QCKC9D,W2CNJCEQCS9C/ETSS4SW7SN6S/E3SSKSWJSN9S/SACW4CNQDEKC/S7DWTDN8DE9D/W3DNADE5DSJD/N6DE9HS4DWAS/N4HE3HSQSWKH/W5HN2HE5SS8S/W7HN6HETCS5C/WTHN8HE8CS2S/WJHNAHE7CS6C/NKDE3CS2DWQH,6.000000
635,0,hold,8330233376086804502,EW,4,4,18,0,,,0,0,///,N2CEKCS7CWJC/ETSS6SW8SNJS/N9SE4SSKSWAS/W5SNTCE2SSQS/S6CW5CNADEQC/E9DS3DWQDNJD/WKDN6DE2DSTD/W5DN4DEQHS8D/SKHW5HNAHE3H/N6HEJHS9HW4H/E4CSACW8CNTH/S7DW9CN7HE7S/S8HW3CN2HE3S,6.000000
635,1,hold,8330233376086804502,NS,0,4,20,2,,,0,0,///,N2CEQCSACW3C/S8DW5DNADE9D/NJSE2SS6SWAS/W5SN9SE3SSKS/S6CW5CNTCEKC/E2DSTDWQDNJD/W8SNTHE7SSQS/S9HW5HN7HEJH/E4CS7CW8CNAH/WKDN4DEQHS7D/W4HN2HE3HSKH/S3DWJCN6DETS/N6HE4SS8HW9C,-4.666667
636,0,left,1284204121700451373,EW,0,26,26,26,N,mc,0,0,ACAHAS/TCQDKD/8DADQS/TDJDKS,S2CWKCN6CEAC/E7DSQDWADNJD/W6DN2DE5DSKD/SJSW9SNTSEAS/E7SS6SW5SNKS/N4SE2SS3SW8S/W8DN9DEAHS3D/NJHE6HS8HW9H/N5CE4CS7CWJC/W4HNQHE7HS3H/NKHE5HS2HWQC/N4DETHSTCWQS/NTDE8CS9CW3C,-8.666667
636,1,left,1284204121700451373,NS,25,0,1,0,,,0,0,2D9D4S/TCQDKD/2C7C9C/QCKCKS,W2CN6CE8CSTC/SADWJDN4DE9D/SKDWTDNTSE7D/S8DW6DN5CE5D/S3DW9HNKSE2D/S2HW4HNAHETH/NACE4CSQSWJC/NASE7SS6SW5S/NQCE7HSQDW9C/NKCE6HSJSW7C/NKHE5HS8HW9S/NJHE4SS3HW8S/NQHE2SS3SW3C,-8.666667
637,0,right,12684918941023649856,EW,4,14,3,5,,,0,0,QC9DTH/3D7D6S/2CADKS/4C7CAS,E2CS7CWQCN6C/W7SN6SEKSSQS/EKCS4CW7HNTC/E9HSJHW8HNJS/SQDWJDN7DEAD/E3CSQHWTHN9C/N5DEAHS6HW4D/N2DEJCS4HWKD/W3HN8CE2HSAS/W6DN3DEACS9S/W8DNTSE5CS4S/W9DN8SE5HS3S/WTDN5SEKHS2S,-4.000000
637,1,right,12684918941023649856,NS,26,26,0,26,S,cfr,0,0,9CTCTH/JCKCAC/2CQDAD/KD8HAS,E2CSKDW7CNJC/NJSE6SSASW7S/SKSWTHNTSEAH/S9SW7HN8SEKH/SQHW3HNACE9H/S8HW9CN5DE2H/SQSWJDN5SEAD/SJHWTDNKCE5H/S3SWTCNQCEQD/S4HW8DN6CE7D/S6HW6DN9DE5C/S4SW4DN8CE3D/S2SW4CN2DE3C,8.666667
638,0,across,5638889686637296727,EW,0,17,9,0,,,0,0,KDTHAH/6D9DJD/QSKSAS/ACQDAD,N2CEACSTCWJD/E6SSTSW4SNKS/N9CEKCS8CWKH/EQDSTDW9DN8D/EADSKDW4DN7D/E3HSTHW7HN5C/S4HW2HNQSE9H/E5HSJHW6HNAS/S4CW9SN8SEJC/E8HSAHW3DN7S/SJSW5SN3SEQH/S6CW2SN5DEQC/E3CS7CW6DN2D,-2.666667
638,1,across,5638889686637296727,NS,0,16,10,0,,,0,0,9CTHAH/JCQCKC/TD4HJH/ACQDAD,N2CEACS7CWKC/E6SSASW9SN7S/SKSW5SN8SEQH/STHW7HN4HE9H/SJSW4SN3SE8H/SAHW6HNJHE5H/STCWJCN5CE3C/W2HNTDE3HSQS/E6DSTSW4DN7D/N5DE9DS8CW3D/EJDS9CWKHN8D/EQDS6CWQCNKD/N2DEADS4CW2S,2.000000
639,0,hold,17039604505960495210,EW,3,0,23,0,,,0,0,///,N2CETCS6CW3C/E6SS2SW7SNQD/WJDNTDE9DSAD/S2DWKDN8DE5D/W3DN7DE6DS4D/N7CE4CS5CWAS/N8CE7HSJCWKS/SQHWJHNTHE3H/SQSW5SNKCE4S/S9SW9HNACE3S/S6HW5HNKHE8S/N2HETSS8HW4H/SQCWAHN9CEJS,8.666667
639,1,hold,17039604505960495210,NS,5,1,20,0,,,0,0,///,N2CETCSQCW3C/SADWKDNTDE9D/S4DW3DN7DE6D/N7CE4CSJCWJD/S2DWASN8DE5D/N8CE7HS5CWKS/NTHE3HS8HW9H/N9CEJSS6CW7S/N2HETSSQHWJH/S9SW5SNKHE8S/S6HW5HNACE6S/S2SWAHNKCE4S/E3SSQSW4HNQD,-8.000000
640,0,left,9993575251574142081,EW,0,13,1,12,,,0,0,ACAD9H/4CQC7D/JDKHKS/3D6D5H,S2CWJCN8CEAC/EASSTSW6SN5S/EADS7DWJDNKD/EQSS9SW4SN6C/E8SSQCW7SNQD/E3SS9CW2SNTD/E9HS8HWKHN5H/W3CN9DETHS7C/S4CW5CN8DEAH/WJSN6DEQHS7H/WKSN5DE6HS4H/WTCN3DEJHS3H/WKCN2DE2HS4D,-8.000000
640,1,left,9993575251574142081,NS,1,25,0,0,,,1,1,6C8C9H/2H6H3S/2C7C9C/TCJCKC,W2CNTCE4CSJD/N5SE8SS9SW4S/STSW7SNJCEAS/EQSS3SW2SNKC/EQCS6HW9CNAC/N5DE7DS4DW6D/E6CS7HW5CN9D/E8CSKSW7CNQD/E9HS2HW5HNKD/ETHS3HWJSNTD/EJHS8HW6SN8D/EQHS4HW3DNAD/EAHSKHW3CN2D,8.000000
641,0,right,2947545997187788948,EW,0,11,0,15,,,0,0,ADQSAS/8HTHAH/2C9CQH/JDKDKS,E2CSKSWTCNJC/N5SE6SS7SWAS/WADN4DE8DSKD/WACNKCE9CS7H/W7DNAHE6DS5D/W5CN3CE8CS6H/ETSSJSW9SN7C/S3SWQSNQCE4S/W3HN2HEQHS8S/E3DS2DWKHNJH/EQDSJDW4CNTH/E2SSTDW9HN8H/E6CS9DW4HN5H,-8.666667
641,1,right,2947545997187788948,NS,0,4,6,16,,,0,0,ADQSAS/8HTHAH/2C9CQH/JDKDKS,E2CSJDW4CNJC/N5SETSSJSW9S/S8SWASNTHE6S/WQSN7CE4SS7S/W7DN4DE8DSKD/S9DWADNAHEQD/W3HN2HEQHS7H/E2SS3SWKHNKC/S6HW4HN5HE9C/S5DW9HN8HE3D/S2DWACNQCE6D/E6CSTDW5CN3C/E8CSKSWTCNJH,4.666667
642,0,across,14348260816510987435,EW,13,11,2,0,,,0,0,JCKDAH/8CAC9D/TCKCKS/6CQC9H,E2CSJCWACNKC/W6SN5SE9SS8S/EJDSKDWTDN5D/S3SW7SNKSEQS/N2DE4DS6DWAD/W8CN7CEQCS4C/EJSSAHWTSN5H/E8HS3HW6HN4H/E7HS2HWASNTC/E4SS7DW2SN9C/E9HSTHW9DN5C/SJHWQDN3DEQH/E6CSKHW8DN3C,1.333333
642,1,across,14348260816510987435,NS,1,4,0,21,,,0,0,5HAH5S/ACQHQS/TCKC7D/QCADAS,E2CS4CW6CN7C/N3CEQCSTHWAC/WQDN7DEJDS6D/WTDNKDE9DSJH/N2DE4DSKHW8D/W2SN4HEASSKS/E4SS8SW7SNKC/S2HW6HNTCE8H/EJSS5SWTSNJC/E9SS3SW6SN9C/E7HS5HW9HN5D/WQHN3DEADS3H/WQSN5CE8CSAH,8.000000
